
[00:00:00.000 --> 00:00:00.010]  
[00:00:00.010 --> 00:00:00.540]   Hey
[00:23:12.240 --> 00:23:12.590]   I
[00:23:12.590 --> 00:23:13.030]   just
[00:23:13.030 --> 00:23:14.000]   wanted
[00:23:14.000 --> 00:23:14.080]   you
[00:23:14.080 --> 00:23:14.230]   to
[00:23:14.230 --> 00:23:14.800]   know
[00:23:14.800 --> 00:23:15.140]   what
[00:23:15.140 --> 00:23:15.560]   those
[00:23:15.560 --> 00:23:15.810]   two
[00:23:15.810 --> 00:23:15.890]   L
[00:23:15.890 --> 00:23:16.060]  's
[00:23:16.060 --> 00:23:16.400]   were
[00:23:16.400 --> 00:23:16.740]   just
[00:23:16.740 --> 00:23:16.910]   so
[00:23:16.910 --> 00:23:17.430]   that
[00:23:17.430 --> 00:23:17.840]   someone
[00:23:17.840 --> 00:23:18.260]   doesn
[00:23:18.260 --> 00:23:18.430]  't
[00:23:18.430 --> 00:23:18.770]   come
[00:23:18.770 --> 00:23:19.110]   back
[00:23:19.110 --> 00:23:19.280]   to
[00:23:19.280 --> 00:23:19.450]   me
[00:23:19.450 --> 00:23:19.690]   and
[00:23:19.690 --> 00:23:20.000]   say
[00:23:20.000 --> 00:23:20.070]  ,
[00:23:20.070 --> 00:23:20.260]   yeah
[00:23:20.260 --> 00:23:20.320]  ,
[00:23:20.320 --> 00:23:20.480]   but
[00:23:20.480 --> 00:23:20.720]   this
[00:23:20.720 --> 00:23:20.820]   L
[00:23:20.820 --> 00:23:21.410]   sounds
[00:23:21.410 --> 00:23:22.300]   different
[00:23:22.300 --> 00:23:22.590]  .
[00:23:22.590 --> 00:23:22.780]   So
[00:23:22.780 --> 00:23:22.970]  ,
[00:23:22.970 --> 00:23:23.270]   but
[00:23:23.270 --> 00:23:23.360]   I
[00:23:23.360 --> 00:23:23.750]   want
[00:23:23.750 --> 00:23:24.110]   you
[00:23:24.110 --> 00:23:24.230]   to
[00:23:24.230 --> 00:23:24.820]   really
[00:23:24.820 --> 00:23:25.320]   think
[00:23:25.320 --> 00:23:25.500]   of
[00:23:25.500 --> 00:23:25.990]   doing
[00:23:25.990 --> 00:23:26.180]   a
[00:23:26.180 --> 00:23:26.680]   bright
[00:23:26.680 --> 00:23:26.880]   L
[00:23:26.880 --> 00:23:27.400]   for
[00:23:27.400 --> 00:23:27.920]   the
[00:23:27.920 --> 00:23:28.240]   most
[00:23:28.240 --> 00:23:28.750]   part
[00:23:28.750 --> 00:23:28.800]   for
[00:23:28.800 --> 00:23:28.810]  
[00:23:28.810 --> 00:23:29.040]   now
[00:23:29.040 --> 00:23:29.320]  .
[00:23:29.320 --> 00:23:29.550]   And
[00:23:29.550 --> 00:23:29.890]   then
[00:23:29.890 --> 00:23:30.180]   you
[00:23:30.180 --> 00:23:30.390]   can
[00:23:30.390 --> 00:23:30.900]   always
[00:23:30.900 --> 00:23:31.430]   adjust
[00:23:31.430 --> 00:23:31.660]  .
[00:23:31.660 --> 00:23:32.000]   Okay
[00:23:32.000 --> 00:23:32.320]  .
[00:23:32.320 --> 00:23:32.720]   The
[00:23:32.720 --> 00:23:33.250]   main
[00:23:33.250 --> 00:23:33.920]   thing
[00:23:33.920 --> 00:23:34.260]   is
[00:23:34.260 --> 00:23:34.440]   to
[00:23:34.440 --> 00:23:34.840]   add
[00:23:34.840 --> 00:23:34.970]   a
[00:23:34.970 --> 00:23:35.640]   smile
[00:23:35.640 --> 00:23:35.900]   to
[00:23:35.900 --> 00:23:36.480]   your
[00:23:36.480 --> 00:23:36.800]   lips
[00:23:36.800 --> 00:23:37.480]   because
[00:23:37.480 --> 00:23:37.790]   you
[00:23:37.790 --> 00:23:38.080]  're
[00:23:38.080 --> 00:23:38.570]   going
[00:23:38.570 --> 00:23:38.770]   to
[00:23:38.770 --> 00:23:39.310]   want
[00:23:39.310 --> 00:23:39.430]   to
[00:23:39.430 --> 00:23:40.060]   retract
[00:23:40.060 --> 00:23:40.460]   your
[00:23:40.460 --> 00:23:40.860]   lips
[00:23:40.860 --> 00:23:41.060]   or
[00:23:41.060 --> 00:23:41.600]   smile
[00:23:41.600 --> 00:23:41.910]   and
[00:23:41.910 --> 00:23:42.260]   get
[00:23:42.260 --> 00:23:42.530]   the
[00:23:42.530 --> 00:23:42.950]   lips
[00:23:42.950 --> 00:23:43.260]   out
[00:23:43.260 --> 00:23:43.520]   of
[00:23:43.520 --> 00:23:43.590]   the
[00:23:43.590 --> 00:23:43.840]   way
[00:23:43.840 --> 00:23:43.920]  .
[00:23:43.920 --> 00:23:44.210]   You
[00:23:44.210 --> 00:23:44.600]   want
[00:23:44.600 --> 00:23:44.970]   them
[00:23:44.970 --> 00:23:45.350]   back
[00:23:45.350 --> 00:23:45.640]  .
[00:23:45.640 --> 00:23:45.930]   You
[00:23:45.930 --> 00:23:46.430]   want
[00:23:46.430 --> 00:23:46.550]   to
[00:23:46.550 --> 00:23:46.880]   open
[00:23:46.880 --> 00:23:47.310]   your
[00:23:47.310 --> 00:23:47.780]   mouth
[00:23:47.780 --> 00:23:48.030]   and
[00:23:48.030 --> 00:23:48.410]   have
[00:23:48.410 --> 00:23:48.490]   a
[00:23:48.490 --> 00:23:49.380]   brighter
[00:23:49.380 --> 00:23:49.840]   sound
[00:23:49.840 --> 00:23:49.840]  .
[00:23:49.840 --> 00:23:50.210]   Have
[00:23:50.210 --> 00:23:50.600]   more
[00:23:50.600 --> 00:23:51.070]   space
[00:23:51.070 --> 00:23:51.410]   in
[00:23:51.410 --> 00:23:51.640]   your
[00:23:51.640 --> 00:23:52.110]   mouth
[00:23:52.110 --> 00:23:52.460]   for
[00:23:52.460 --> 00:23:52.670]   the
[00:23:52.670 --> 00:23:53.230]   sound
[00:23:53.230 --> 00:23:53.420]   and
[00:23:53.420 --> 00:23:53.700]   air
[00:23:53.700 --> 00:23:53.890]   to
[00:23:53.890 --> 00:23:54.270]   flow
[00:23:54.270 --> 00:23:54.640]  .
[00:23:54.640 --> 00:23:54.820]   So
[00:23:54.820 --> 00:23:55.360]   really
[00:23:55.360 --> 00:23:55.990]   retract
[00:23:55.990 --> 00:23:56.350]   your
[00:23:56.350 --> 00:23:56.720]   lips
[00:23:56.720 --> 00:23:56.730]  
[00:23:56.730 --> 00:23:57.030]   into
[00:23:57.030 --> 00:23:57.120]   a
[00:23:57.120 --> 00:23:57.520]   smile
[00:23:57.520 --> 00:23:57.750]  .
[00:23:57.750 --> 00:23:58.100]   Okay
[00:23:58.100 --> 00:23:58.320]  .
[00:23:58.320 --> 00:23:58.720]   Then
[00:23:58.720 --> 00:23:59.020]   you
[00:23:59.020 --> 00:23:59.350]  're
[00:23:59.350 --> 00:23:59.820]   going
[00:23:59.820 --> 00:24:00.110]   to
[00:24:00.110 --> 00:24:00.580]   force
[00:24:00.580 --> 00:24:00.820]   the
[00:24:00.820 --> 00:24:01.120]   tip
[00:24:01.120 --> 00:24:01.320]   of
[00:24:01.320 --> 00:24:01.670]   the
[00:24:01.670 --> 00:24:02.240]   tongue
[00:24:02.240 --> 00:24:03.040]   forward
[00:24:03.040 --> 00:24:03.600]   almost
[00:24:03.600 --> 00:24:03.890]   like
[00:24:03.890 --> 00:24:03.960]   it
[00:24:03.960 --> 00:24:04.080]  's
[00:24:04.080 --> 00:24:04.770]   sticking
[00:24:04.770 --> 00:24:04.880]   out
[00:24:04.880 --> 00:24:05.280]   from
[00:24:05.280 --> 00:24:05.680]   between
[00:24:05.680 --> 00:24:05.970]   your
[00:24:05.970 --> 00:24:06.330]   teeth
[00:24:06.330 --> 00:24:06.670]  ,
[00:24:06.670 --> 00:24:06.910]   almost
[00:24:06.910 --> 00:24:07.200]   like
[00:24:07.200 --> 00:24:07.270]   a
[00:24:07.270 --> 00:24:07.470]   TH
[00:24:07.470 --> 00:24:07.630]  .
[00:24:07.630 --> 00:24:07.940]   You
[00:24:07.940 --> 00:24:08.070]  're
[00:24:08.070 --> 00:24:08.430]   going
[00:24:08.430 --> 00:24:08.570]   to
[00:24:08.570 --> 00:24:08.860]   go
[00:24:08.860 --> 00:24:09.540]   all
[00:24:09.540 --> 00:24:10.080]   the
[00:24:10.080 --> 00:24:10.720]   way
[00:24:10.720 --> 00:24:11.030]   forward
[00:24:11.030 --> 00:24:11.040]  .
[00:24:11.040 --> 00:24:11.580]   Yes
[00:24:11.580 --> 00:24:12.240]  .
[00:24:12.240 --> 00:24:12.660]   Yes
[00:24:12.660 --> 00:24:13.200]  .
[00:24:13.200 --> 00:24:13.670]   So
[00:24:13.670 --> 00:24:14.100]   you
[00:24:14.100 --> 00:24:15.180]   really
[00:24:15.180 --> 00:24:15.890]   want
[00:24:15.890 --> 00:24:16.500]   to
[00:24:16.500 --> 00:24:17.360]   almost
[00:24:17.360 --> 00:24:17.550]  ,
[00:24:17.550 --> 00:24:17.830]   you
[00:24:17.830 --> 00:24:18.390]   should
[00:24:18.390 --> 00:24:19.080]   almost
[00:24:19.080 --> 00:24:19.250]   see
[00:24:19.250 --> 00:24:19.530]   the
[00:24:19.530 --> 00:24:19.830]   tip
[00:24:19.830 --> 00:24:19.940]   of
[00:24:19.940 --> 00:24:20.160]   your
[00:24:20.160 --> 00:24:20.480]   tongue
[00:24:20.480 --> 00:24:20.880]   coming
[00:24:20.880 --> 00:24:21.040]   out
[00:24:21.040 --> 00:24:21.040]  ,
[00:24:21.040 --> 00:24:21.050]  
[00:24:21.050 --> 00:24:21.290]   the
[00:24:21.290 --> 00:24:22.000]   opposite
[00:24:22.000 --> 00:24:22.170]   of
[00:24:22.170 --> 00:24:22.340]   an
[00:24:22.340 --> 00:24:22.420]   R
[00:24:22.420 --> 00:24:22.610]  ,
[00:24:22.610 --> 00:24:23.030]   right
[00:24:23.030 --> 00:24:23.290]  ?
[00:24:23.290 --> 00:24:23.550]   The
[00:24:23.550 --> 00:24:23.670]   R
[00:24:23.670 --> 00:24:23.800]   is
[00:24:23.800 --> 00:24:24.430]   pulled
[00:24:24.430 --> 00:24:24.680]   back
[00:24:24.680 --> 00:24:24.900]  ,
[00:24:24.900 --> 00:24:25.200]   your
[00:24:25.200 --> 00:24:25.550]   lips
[00:24:25.550 --> 00:24:25.820]   are
[00:24:25.820 --> 00:24:26.150]   kind
[00:24:26.150 --> 00:24:26.500]   of
[00:24:26.500 --> 00:24:26.920]   closed
[00:24:26.920 --> 00:24:27.030]   or
[00:24:27.030 --> 00:24:27.760]   rounded
[00:24:27.760 --> 00:24:27.980]   over
[00:24:27.980 --> 00:24:28.160]  .
[00:24:28.160 --> 00:24:28.430]   This
[00:24:28.430 --> 00:24:28.580]   we
[00:24:28.580 --> 00:24:28.850]  're
[00:24:28.850 --> 00:24:29.280]   smiling
[00:24:29.280 --> 00:24:29.490]  .
[00:24:29.490 --> 00:24:29.730]   The
[00:24:29.730 --> 00:24:30.120]   tongue
[00:24:30.120 --> 00:24:30.260]   is
[00:24:30.260 --> 00:24:30.750]   coming
[00:24:30.750 --> 00:24:30.890]   out
[00:24:30.890 --> 00:24:31.120]  .
[00:24:31.120 --> 00:24:32.020]   So
[00:24:32.020 --> 00:24:32.760]  ,
[00:24:32.760 --> 00:24:33.620]   oh
[00:24:33.620 --> 00:24:34.320]  ,
[00:24:34.320 --> 00:24:34.760]   oh
[00:24:34.760 --> 00:24:35.330]  ,
[00:24:35.330 --> 00:24:36.710]   good
[00:24:36.710 --> 00:24:37.840]  .
[00:24:37.840 --> 00:24:38.290]   Yeah
[00:24:38.290 --> 00:24:38.570]  .
[00:24:38.570 --> 00:24:38.720]   I
[00:24:38.720 --> 00:24:38.960]   can
[00:24:38.960 --> 00:24:39.260]   feel
[00:24:39.260 --> 00:24:39.440]   it
[00:24:39.440 --> 00:24:39.840]   that
[00:24:39.840 --> 00:24:40.080]   you
[00:24:40.080 --> 00:24:40.320]   are
[00:24:40.320 --> 00:24:41.000]   smiling
[00:24:41.000 --> 00:24:41.300]   and
[00:24:41.300 --> 00:24:41.700]   your
[00:24:41.700 --> 00:24:42.280]   tongue
[00:24:42.280 --> 00:24:42.470]   is
[00:24:42.470 --> 00:24:42.910]  ,
[00:24:42.910 --> 00:24:43.050]   yeah
[00:24:43.050 --> 00:24:43.240]  ,
[00:24:43.240 --> 00:24:43.430]   in
[00:24:43.430 --> 00:24:43.520]   a
[00:24:43.520 --> 00:24:43.910]   very
[00:24:43.910 --> 00:24:44.790]   different
[00:24:44.790 --> 00:24:45.780]   position
[00:24:45.780 --> 00:24:45.970]   than
[00:24:45.970 --> 00:24:46.260]   the
[00:24:46.260 --> 00:24:46.350]   R
[00:24:46.350 --> 00:24:46.540]  ,
[00:24:46.540 --> 00:24:47.030]   right
[00:24:47.030 --> 00:24:47.440]  ?
[00:24:47.440 --> 00:24:47.680]   The
[00:24:47.680 --> 00:24:47.920]   tip
[00:24:47.920 --> 00:24:47.990]   of
[00:24:47.990 --> 00:24:48.360]   your
[00:24:48.360 --> 00:24:48.560]   tongue
[00:24:48.560 --> 00:24:48.570]  
[00:24:48.570 --> 00:24:48.720]   is
[00:24:48.720 --> 00:24:49.120]   right
[00:24:49.120 --> 00:24:49.520]   there
[00:24:49.520 --> 00:24:49.680]   in
[00:24:49.680 --> 00:24:49.940]   the
[00:24:49.940 --> 00:24:50.320]   crack
[00:24:50.320 --> 00:24:50.480]   of
[00:24:50.480 --> 00:24:50.800]   your
[00:24:50.800 --> 00:24:51.200]   teeth
[00:24:51.200 --> 00:24:51.440]  .
[00:24:51.440 --> 00:24:51.760]   Yeah
[00:24:51.760 --> 00:24:52.080]  .
[00:24:52.080 --> 00:24:52.420]   And
[00:24:52.420 --> 00:24:52.520]   you
[00:24:52.520 --> 00:24:52.960]   should
[00:24:52.960 --> 00:24:53.340]   feel
[00:24:53.340 --> 00:24:53.540]   your
[00:24:53.540 --> 00:24:54.020]   palate
[00:24:54.020 --> 00:24:54.160]  ,
[00:24:54.160 --> 00:24:54.260]   right
[00:24:54.260 --> 00:24:54.320]  ?
[00:24:54.320 --> 00:24:54.480]   You
[00:24:54.480 --> 00:24:54.640]   should
[00:24:54.640 --> 00:24:54.960]   feel
[00:24:54.960 --> 00:24:55.330]   that
[00:24:55.330 --> 00:24:55.440]   al
[00:24:55.440 --> 00:24:55.600]  ve
[00:24:55.600 --> 00:24:55.920]  olar
[00:24:55.920 --> 00:24:56.320]   ridge
[00:24:56.320 --> 00:24:56.480]   or
[00:24:56.480 --> 00:24:56.720]   the
[00:24:56.720 --> 00:24:57.260]   palate
[00:24:57.260 --> 00:24:57.360]   on
[00:24:57.360 --> 00:24:57.600]   top
[00:24:57.600 --> 00:24:57.760]  ,
[00:24:57.760 --> 00:24:58.160]   right
[00:24:58.160 --> 00:24:58.640]   behind
[00:24:58.640 --> 00:24:58.960]   your
[00:24:58.960 --> 00:24:59.420]   teeth
[00:24:59.420 --> 00:24:59.600]  .
[00:24:59.600 --> 00:25:00.100]   Your
[00:25:00.100 --> 00:25:00.400]   tongue
[00:25:00.400 --> 00:25:00.560]   is
[00:25:00.560 --> 00:25:00.720]   up
[00:25:00.720 --> 00:25:01.200]   there
[00:25:01.200 --> 00:25:01.200]  ,
[00:25:01.200 --> 00:25:01.570]   right
[00:25:01.570 --> 00:25:01.960]   there
[00:25:01.960 --> 00:25:02.180]  .
[00:25:02.180 --> 00:25:02.330]   It
[00:25:02.330 --> 00:25:02.480]  's
[00:25:02.480 --> 00:25:03.090]   touching
[00:25:03.090 --> 00:25:03.830]   something
[00:25:03.830 --> 00:25:04.150]   where
[00:25:04.150 --> 00:25:04.370]   the
[00:25:04.370 --> 00:25:04.440]   R
[00:25:04.440 --> 00:25:04.590]  ,
[00:25:04.590 --> 00:25:04.810]   you
[00:25:04.810 --> 00:25:05.060]   don
[00:25:05.060 --> 00:25:05.180]  't
[00:25:05.180 --> 00:25:05.560]   touch
[00:25:05.560 --> 00:25:06.140]   anything
[00:25:06.140 --> 00:25:06.480]  .
[00:25:06.480 --> 00:25:06.890]   Right
[00:25:06.890 --> 00:25:07.170]  .
[00:25:07.170 --> 00:25:07.380]   The
[00:25:07.380 --> 00:25:07.460]   R
[00:25:07.460 --> 00:25:07.620]   is
[00:25:07.620 --> 00:25:08.050]   just
[00:25:08.050 --> 00:25:08.610]   floating
[00:25:08.610 --> 00:25:08.770]   in
[00:25:08.770 --> 00:25:09.110]   the
[00:25:09.110 --> 00:25:09.510]   middle
[00:25:09.510 --> 00:25:09.670]   of
[00:25:09.670 --> 00:25:10.000]   your
[00:25:10.000 --> 00:25:10.480]   mouth
[00:25:10.480 --> 00:25:10.560]  .
[00:25:10.560 --> 00:25:10.920]   Yes
[00:25:10.920 --> 00:25:11.280]  .
[00:25:11.280 --> 00:25:11.570]   And
[00:25:11.570 --> 00:25:11.940]   the
[00:25:11.940 --> 00:25:11.950]   L
[00:25:11.950 --> 00:25:12.160]  ,
[00:25:12.160 --> 00:25:12.440]   there
[00:25:12.440 --> 00:25:12.560]   is
[00:25:12.560 --> 00:25:12.800]   that
[00:25:12.800 --> 00:25:13.360]   physical
[00:25:13.360 --> 00:25:13.370]  
[00:25:13.370 --> 00:25:14.050]   contact
[00:25:14.050 --> 00:25:14.370]   with
[00:25:14.370 --> 00:25:14.640]   the
[00:25:14.640 --> 00:25:15.100]   mouth
[00:25:15.100 --> 00:25:15.370]  .
[00:25:15.370 --> 00:25:15.630]   Yes
[00:25:15.630 --> 00:25:15.990]  .
[00:25:15.990 --> 00:25:16.280]   Yeah
[00:25:16.280 --> 00:25:16.550]  .
[00:25:16.550 --> 00:25:16.920]   Good
[00:25:16.920 --> 00:25:17.220]  .
[00:25:17.220 --> 00:25:17.370]   So
[00:25:17.370 --> 00:25:17.640]   why
[00:25:17.640 --> 00:25:17.910]   don
[00:25:17.910 --> 00:25:18.140]  't
[00:25:18.140 --> 00:25:18.510]   we
[00:25:18.510 --> 00:25:19.000]   practice
[00:25:19.000 --> 00:25:19.370]   just
[00:25:19.370 --> 00:25:19.460]   a
[00:25:19.460 --> 00:25:19.840]   few
[00:25:19.840 --> 00:25:20.700]   phrases
[00:25:20.700 --> 00:25:21.120]   with
[00:25:21.120 --> 00:25:21.230]   L
[00:25:21.230 --> 00:25:21.460]  ,
[00:25:21.460 --> 00:25:21.810]   but
[00:25:21.810 --> 00:25:22.430]   this
[00:25:22.430 --> 00:25:22.730]   time
[00:25:22.730 --> 00:25:22.960]   we
[00:25:22.960 --> 00:25:23.310]  're
[00:25:23.310 --> 00:25:23.540]  ,
[00:25:23.540 --> 00:25:23.700]   I
[00:25:23.700 --> 00:25:24.110]   want
[00:25:24.110 --> 00:25:24.460]   you
[00:25:24.460 --> 00:25:24.910]   guys
[00:25:24.910 --> 00:25:25.300]   to
[00:25:25.300 --> 00:25:25.610]   over
[00:25:25.610 --> 00:25:26.430]   exagger
[00:25:26.430 --> 00:25:26.870]  ate
[00:25:26.870 --> 00:25:27.200]   your
[00:25:27.200 --> 00:25:28.160]   pronunciation
[00:25:28.160 --> 00:25:28.350]  .
[00:25:28.350 --> 00:25:28.480]   So
[00:25:28.480 --> 00:25:29.010]   really
[00:25:29.010 --> 00:25:29.450]   smile
[00:25:29.450 --> 00:25:29.710]   big
[00:25:29.710 --> 00:25:29.880]  ,
[00:25:29.880 --> 00:25:30.410]   really
[00:25:30.410 --> 00:25:31.010]   stick
[00:25:31.010 --> 00:25:31.110]   the
[00:25:31.110 --> 00:25:31.640]   tongue
[00:25:31.640 --> 00:25:32.340]   forward
[00:25:32.340 --> 00:25:32.610]   just
[00:25:32.610 --> 00:25:32.790]   to
[00:25:32.790 --> 00:25:33.130]   feel
[00:25:33.130 --> 00:25:33.600]   that
[00:25:33.600 --> 00:25:33.940]  ,
[00:25:33.940 --> 00:25:34.430]   you
[00:25:34.430 --> 00:25:35.090]   know
[00:25:35.090 --> 00:25:35.440]  ,
[00:25:35.440 --> 00:25:36.080]   that
[00:25:36.080 --> 00:25:36.480]   kind
[00:25:36.480 --> 00:25:36.530]   of
[00:25:36.530 --> 00:25:37.520]   extra
[00:25:38.080 --> 00:25:38.090]  
[00:25:38.090 --> 00:25:38.780]   energy
[00:25:38.780 --> 00:25:39.010]   so
[00:25:39.010 --> 00:25:39.480]   that
[00:25:39.480 --> 00:25:39.830]   you
[00:25:39.830 --> 00:25:40.180]  're
[00:25:40.180 --> 00:25:40.880]   really
[00:25:40.880 --> 00:25:41.700]   hitting
[00:25:41.700 --> 00:25:42.170]   that
[00:25:42.170 --> 00:25:42.640]   form
[00:25:42.640 --> 00:25:43.230]  .
[00:25:43.230 --> 00:25:43.860]   Okay
[00:25:43.860 --> 00:25:44.490]  .
[00:25:44.490 --> 00:25:45.110]   So
[00:25:45.110 --> 00:25:45.300]   big
[00:25:45.300 --> 00:25:45.670]   smiles
[00:25:45.670 --> 00:25:46.110]  ,
[00:25:46.110 --> 00:25:46.280]   everyone
[00:25:46.280 --> 00:25:46.480]  .
[00:25:46.480 --> 00:25:46.660]   Yeah
[00:25:46.660 --> 00:25:46.800]  .
[00:25:46.800 --> 00:25:47.110]   Let
[00:25:47.110 --> 00:25:47.330]  's
[00:25:47.330 --> 00:25:47.660]   try
[00:25:47.660 --> 00:25:48.000]   our
[00:25:48.000 --> 00:25:48.400]   best
[00:25:48.400 --> 00:25:48.610]   to
[00:25:48.610 --> 00:25:48.820]   be
[00:25:48.820 --> 00:25:49.430]   happy
[00:25:49.430 --> 00:25:49.790]   here
[00:25:49.790 --> 00:25:50.190]  .
[00:25:50.190 --> 00:25:50.840]   Okay
[00:25:50.840 --> 00:25:51.360]  .
[00:25:51.360 --> 00:25:51.580]   And
[00:25:51.580 --> 00:25:51.880]   Suzanne
[00:25:51.880 --> 00:25:51.990]  ,
[00:25:51.990 --> 00:25:52.250]   let
[00:25:52.250 --> 00:25:52.260]  's
[00:25:52.260 --> 00:25:52.350]   do
[00:25:52.350 --> 00:25:52.510]   the
[00:25:52.510 --> 00:25:52.720]   same
[00:25:52.720 --> 00:25:52.990]   thing
[00:25:52.990 --> 00:25:53.230]  .
[00:25:53.230 --> 00:25:53.440]   You
[00:25:53.440 --> 00:25:53.960]   give
[00:25:53.960 --> 00:25:54.190]   us
[00:25:54.190 --> 00:25:54.640]   the
[00:25:54.640 --> 00:25:55.450]   example
[00:25:55.450 --> 00:25:56.030]   and
[00:25:56.030 --> 00:25:56.330]   then
[00:25:56.330 --> 00:25:57.470]   listeners
[00:25:57.470 --> 00:25:57.760]  ,
[00:25:57.760 --> 00:25:57.910]   we
[00:25:57.910 --> 00:25:58.220]   will
[00:25:58.220 --> 00:25:58.670]   repeat
[00:25:58.670 --> 00:25:58.900]   me
[00:25:58.900 --> 00:25:59.050]   and
[00:25:59.050 --> 00:25:59.320]   the
[00:25:59.320 --> 00:26:00.000]   listeners
[00:26:00.000 --> 00:26:00.440]   together
[00:26:00.440 --> 00:26:00.610]   at
[00:26:00.610 --> 00:26:00.640]   the
[00:26:00.640 --> 00:26:00.880]   same
[00:26:00.880 --> 00:26:00.890]  
[00:26:00.890 --> 00:26:01.430]   time
[00:26:01.430 --> 00:26:01.920]  .
[00:26:01.920 --> 00:26:02.450]   Okay
[00:26:02.450 --> 00:26:02.800]  .
[00:26:02.800 --> 00:26:03.070]   We
[00:26:03.070 --> 00:26:03.510]  're
[00:26:03.510 --> 00:26:04.270]   going
[00:26:04.270 --> 00:26:04.440]   to
[00:26:04.440 --> 00:26:05.130]   start
[00:26:05.130 --> 00:26:05.680]   with
[00:26:05.680 --> 00:26:06.090]   one
[00:26:06.090 --> 00:26:06.360]   of
[00:26:06.360 --> 00:26:06.630]   my
[00:26:06.630 --> 00:26:07.730]   favorite
[00:26:07.730 --> 00:26:08.930]   little
[00:26:08.930 --> 00:26:09.510]   phrases
[00:26:09.510 --> 00:26:10.000]  .
[00:26:10.000 --> 00:26:10.160]   Eleven
[00:26:10.160 --> 00:26:10.400]   elephants
[00:26:10.400 --> 00:26:10.400]  .
[00:26:10.400 --> 00:26:12.320]   Eleven
[00:26:12.320 --> 00:26:15.200]   elephants
[00:26:15.200 --> 00:26:15.200]  .
[00:26:15.200 --> 00:26:16.400]   Good
[00:26:16.400 --> 00:26:17.090]  .
[00:26:17.090 --> 00:26:17.900]   All
[00:26:17.900 --> 00:26:19.250]   right
[00:26:19.250 --> 00:26:20.050]  .
[00:26:20.050 --> 00:26:20.350]   We
[00:26:20.350 --> 00:26:20.860]   also
[00:26:20.860 --> 00:26:21.250]   are
[00:26:21.250 --> 00:26:21.900]   going
[00:26:21.900 --> 00:26:22.160]   to
[00:26:22.160 --> 00:26:22.570]   try
[00:26:22.570 --> 00:26:24.320]   listen
[00:26:24.320 --> 00:26:24.750]   to
[00:26:24.750 --> 00:26:25.390]   the
[00:26:25.390 --> 00:26:27.120]   laughter
[00:26:27.120 --> 00:26:27.120]  .
[00:26:29.120 --> 00:26:29.130]  
[00:26:29.130 --> 00:26:29.830]   Listen
[00:26:29.830 --> 00:26:30.070]   to
[00:26:30.070 --> 00:26:30.450]   the
[00:26:30.450 --> 00:26:31.380]   laughter
[00:26:31.380 --> 00:26:31.760]  .
[00:26:31.760 --> 00:26:32.440]   Let
[00:26:32.440 --> 00:26:32.960]  's
[00:26:32.960 --> 00:26:33.710]   just
[00:26:33.710 --> 00:26:34.390]   try
[00:26:34.390 --> 00:26:35.010]   two
[00:26:35.010 --> 00:26:35.880]   more
[00:26:35.880 --> 00:26:37.220]   little
[00:26:37.220 --> 00:26:38.080]   lady
[00:26:38.080 --> 00:26:38.610]  .
[00:26:38.610 --> 00:26:39.810]   Little
[00:26:39.810 --> 00:26:40.400]   lady
[00:26:40.400 --> 00:26:40.400]  .
[00:26:40.400 --> 00:26:40.790]   My
[00:26:40.790 --> 00:26:41.780]   least
[00:26:41.780 --> 00:26:43.360]   favorite
[00:26:43.360 --> 00:26:44.540]   phrase
[00:26:44.540 --> 00:26:44.960]  ,
[00:26:44.960 --> 00:26:45.860]   last
[00:26:45.860 --> 00:26:46.380]   call
[00:26:46.380 --> 00:26:46.910]   for
[00:26:46.910 --> 00:26:48.450]   alcohol
[00:26:48.450 --> 00:26:48.720]  .
[00:26:48.720 --> 00:26:49.490]   Just
[00:26:49.490 --> 00:26:51.110]   kidding
[00:26:51.110 --> 00:26:51.440]  .
[00:26:51.440 --> 00:26:52.110]   Last
[00:26:52.110 --> 00:26:52.780]   call
[00:26:52.780 --> 00:26:53.280]   for
[00:26:53.280 --> 00:26:54.450]   alcohol
[00:26:54.450 --> 00:26:54.960]  .
[00:26:58.480 --> 00:26:58.490]  
[00:26:58.490 --> 00:26:58.720]   One
[00:26:58.720 --> 00:26:58.880]   of
[00:26:58.880 --> 00:26:59.170]   the
[00:26:59.170 --> 00:26:59.460]   main
[00:26:59.460 --> 00:26:59.810]   take
[00:26:59.810 --> 00:27:00.190]  aways
[00:27:00.190 --> 00:27:00.350]  ,
[00:27:00.350 --> 00:27:00.990]   Andrew
[00:27:00.990 --> 00:27:01.100]  ,
[00:27:01.100 --> 00:27:01.260]   is
[00:27:01.260 --> 00:27:01.710]   that
[00:27:01.710 --> 00:27:02.050]   the
[00:27:02.050 --> 00:27:02.160]   R
[00:27:02.160 --> 00:27:02.610]   when
[00:27:02.610 --> 00:27:02.830]   we
[00:27:02.830 --> 00:27:03.280]   make
[00:27:03.280 --> 00:27:03.680]   the
[00:27:03.680 --> 00:27:03.940]   R
[00:27:03.940 --> 00:27:04.210]   sound
[00:27:04.210 --> 00:27:04.400]  ,
[00:27:04.400 --> 00:27:04.580]   the
[00:27:04.580 --> 00:27:04.960]   tongue
[00:27:04.960 --> 00:27:05.200]   is
[00:27:05.200 --> 00:27:05.520]   not
[00:27:05.520 --> 00:27:06.000]   touching
[00:27:06.000 --> 00:27:06.760]   anything
