
[00:00:00.000 --> 00:00:00.050]  
[00:00:00.050 --> 00:00:00.280]   You
[00:12:59.680 --> 00:13:00.100]   that
[00:13:00.100 --> 00:13:00.340]   if
[00:13:00.340 --> 00:13:00.700]   the
[00:13:00.700 --> 00:13:01.180]   root
[00:13:01.180 --> 00:13:01.780]   word
[00:13:01.780 --> 00:13:02.220]   ends
[00:13:02.220 --> 00:13:02.630]   with
[00:13:02.630 --> 00:13:02.730]   a
[00:13:02.730 --> 00:13:03.140]   voic
[00:13:03.140 --> 00:13:03.660]  eless
[00:13:03.660 --> 00:13:04.430]   conson
[00:13:04.430 --> 00:13:04.820]  ant
[00:13:04.820 --> 00:13:05.620]   voic
[00:13:05.620 --> 00:13:05.660]  eless
[00:13:05.660 --> 00:13:06.070]   sound
[00:13:06.070 --> 00:13:06.340]   and
[00:13:06.340 --> 00:13:06.700]   that
[00:13:06.700 --> 00:13:07.160]   means
[00:13:07.160 --> 00:13:07.600]   there
[00:13:07.600 --> 00:13:07.770]  's
[00:13:07.770 --> 00:13:07.970]   no
[00:13:07.970 --> 00:13:08.760]   vibration
[00:13:08.760 --> 00:13:09.260]   in
[00:13:09.260 --> 00:13:09.320]   your
[00:13:09.320 --> 00:13:09.710]   throat
[00:13:09.710 --> 00:13:09.970]   when
[00:13:09.970 --> 00:13:10.180]   you
[00:13:10.180 --> 00:13:11.010]   pronounce
[00:13:11.010 --> 00:13:11.060]   it
[00:13:11.060 --> 00:13:11.380]   then
[00:13:11.380 --> 00:13:11.540]   we
[00:13:11.540 --> 00:13:12.060]   simply
[00:13:12.060 --> 00:13:12.820]   pronounce
[00:13:12.820 --> 00:13:12.980]   the
[00:13:12.980 --> 00:13:13.100]   S
[00:13:13.100 --> 00:13:14.620]   like
[00:13:14.620 --> 00:13:14.940]   a
[00:13:14.940 --> 00:13:15.120]   S
[00:13:15.120 --> 00:13:15.660]   but
[00:13:15.660 --> 00:13:16.020]   if
[00:13:16.020 --> 00:13:16.560]   the
[00:13:16.560 --> 00:13:17.280]   root
[00:13:17.280 --> 00:13:18.040]   word
[00:13:18.040 --> 00:13:18.890]   ends
[00:13:18.890 --> 00:13:19.020]   in
[00:13:19.020 --> 00:13:19.730]   a
[00:13:19.730 --> 00:13:19.860]   voiced
[00:13:19.860 --> 00:13:20.400]   conson
[00:13:20.400 --> 00:13:20.730]  ant
[00:13:20.730 --> 00:13:21.140]   this
[00:13:21.140 --> 00:13:21.660]   means
[00:13:21.660 --> 00:13:22.310]   there
[00:13:22.310 --> 00:13:22.410]  's
[00:13:22.410 --> 00:13:23.460]   vibration
[00:13:23.460 --> 00:13:23.620]   in
[00:13:23.620 --> 00:13:23.860]   our
[00:13:23.860 --> 00:13:24.260]   throat
[00:13:24.260 --> 00:13:24.630]   and
[00:13:24.630 --> 00:13:25.180]   this
[00:13:25.180 --> 00:13:25.500]   also
[00:13:25.500 --> 00:13:26.210]  
[00:13:26.210 --> 00:13:26.340]   includes
[00:13:26.340 --> 00:13:26.690]   words
[00:13:26.690 --> 00:13:27.050]   that
[00:13:27.050 --> 00:13:27.380]   end
[00:13:27.380 --> 00:13:27.680]   with
[00:13:27.680 --> 00:13:27.950]   vow
[00:13:27.950 --> 00:13:28.220]  els
[00:13:28.220 --> 00:13:28.860]   because
[00:13:28.860 --> 00:13:29.120]   vow
[00:13:29.120 --> 00:13:29.390]  els
[00:13:29.390 --> 00:13:29.940]   are
[00:13:29.940 --> 00:13:30.300]   voiced
[00:13:30.300 --> 00:13:31.380]   then
[00:13:31.380 --> 00:13:31.940]   we
[00:13:31.940 --> 00:13:32.340]   switch
[00:13:32.340 --> 00:13:32.590]   to
[00:13:32.590 --> 00:13:32.720]   a
[00:13:32.720 --> 00:13:33.170]   Z
[00:13:33.170 --> 00:13:33.490]   sound
[00:13:33.490 --> 00:13:34.000]   when
[00:13:34.000 --> 00:13:34.250]   we
[00:13:34.250 --> 00:13:35.410]   pronounce
[00:13:35.410 --> 00:13:35.790]   the
[00:13:35.790 --> 00:13:36.780]   third
[00:13:36.780 --> 00:13:37.200]   person
[00:13:37.200 --> 00:13:38.220]   singular
[00:13:38.220 --> 00:13:38.740]   verb
[00:13:38.740 --> 00:13:39.060]   or
[00:13:39.060 --> 00:13:40.260]   plural
[00:13:40.260 --> 00:13:40.860]   word
[00:13:40.860 --> 00:13:41.700]   right
[00:13:41.700 --> 00:13:42.420]   right
[00:13:42.420 --> 00:13:43.050]   very
[00:13:43.050 --> 00:13:43.680]   very
[00:13:43.680 --> 00:13:44.310]   cool
[00:13:44.310 --> 00:13:45.250]   okay
[00:13:45.250 --> 00:13:45.300]   so
[00:13:45.300 --> 00:13:46.030]   there
[00:13:46.030 --> 00:13:46.340]   is
[00:13:46.340 --> 00:13:46.990]   one
[00:13:46.990 --> 00:13:47.730]   final
[00:13:47.730 --> 00:13:47.960]   way
[00:13:47.960 --> 00:13:48.360]   that
[00:13:48.360 --> 00:13:48.580]   we
[00:13:48.580 --> 00:13:48.780]   can
[00:13:48.780 --> 00:13:49.610]  
[00:13:49.610 --> 00:13:49.930]   pronounce
[00:13:49.930 --> 00:13:50.330]   the
[00:13:50.330 --> 00:13:51.120]   plural
[00:13:51.120 --> 00:13:51.200]   S
[00:13:51.200 --> 00:13:51.450]   or
[00:13:51.450 --> 00:13:51.830]   the
[00:13:51.830 --> 00:13:52.470]   third
[00:13:52.470 --> 00:13:53.240]   person
[00:13:53.240 --> 00:13:53.360]   S
[00:13:53.360 --> 00:13:53.610]   on
[00:13:53.610 --> 00:13:54.250]   verbs
[00:13:54.250 --> 00:13:54.620]   and
[00:13:54.620 --> 00:13:54.910]   so
[00:13:54.910 --> 00:13:55.440]   what
[00:13:55.440 --> 00:13:55.740]   is
[00:13:55.740 --> 00:13:55.880]   that
[00:13:55.880 --> 00:13:56.140]   let
[00:13:56.140 --> 00:13:56.600]  's
[00:13:56.600 --> 00:13:56.710]   take
[00:13:56.710 --> 00:13:56.740]   a
[00:13:56.740 --> 00:13:57.090]   look
[00:13:57.090 --> 00:13:57.530]   again
[00:13:57.530 --> 00:13:57.760]   to
[00:13:57.760 --> 00:13:57.870]   go
[00:13:57.870 --> 00:13:58.210]   back
[00:13:58.210 --> 00:13:58.390]   to
[00:13:58.390 --> 00:13:58.650]   the
[00:13:58.650 --> 00:13:59.340]   example
[00:13:59.340 --> 00:13:59.570]   let
[00:13:59.570 --> 00:13:59.720]  's
[00:13:59.720 --> 00:14:00.260]   find
[00:14:00.260 --> 00:14:00.320]   the
[00:14:00.320 --> 00:14:00.980]   instances
[00:14:00.980 --> 00:14:01.220]   of
[00:14:01.220 --> 00:14:01.900]   this
[00:14:01.900 --> 00:14:02.050]   third
[00:14:02.050 --> 00:14:02.120]   way
[00:14:02.120 --> 00:14:02.270]   to
[00:14:02.270 --> 00:14:02.950]   pronounce
[00:14:02.950 --> 00:14:03.170]   the
[00:14:03.170 --> 00:14:03.620]   plural
[00:14:03.620 --> 00:14:03.690]   I
[00:14:03.690 --> 00:14:03.910]   don
[00:14:03.910 --> 00:14:04.060]  't
[00:14:04.060 --> 00:14:04.370]   know
[00:14:04.370 --> 00:14:04.660]   what
[00:14:04.660 --> 00:14:04.880]   did
[00:14:04.880 --> 00:14:05.180]   what
[00:14:05.180 --> 00:14:05.640]   did
[00:14:05.640 --> 00:14:05.660]   you
[00:14:05.660 --> 00:14:05.940]   hear
[00:14:05.940 --> 00:14:06.140]   I
[00:14:06.140 --> 00:14:06.570]   think
[00:14:06.570 --> 00:14:06.970]   we
[00:14:06.970 --> 00:14:07.080]   only
[00:14:07.080 --> 00:14:07.420]   have
[00:14:07.420 --> 00:14:07.500]   a
[00:14:07.500 --> 00:14:08.020]   couple
[00:14:08.020 --> 00:14:08.180]   in
[00:14:08.180 --> 00:14:08.520]   here
[00:14:08.520 --> 00:14:08.860]   yeah
[00:14:08.860 --> 00:14:09.030]   it
[00:14:09.030 --> 00:14:09.200]  's
[00:14:09.200 --> 00:14:09.450]   not
[00:14:09.450 --> 00:14:09.660]   as
[00:14:09.660 --> 00:14:10.120]   common
[00:14:10.120 --> 00:14:10.540]   is
[00:14:10.540 --> 00:14:10.580]   it
[00:14:10.580 --> 00:14:11.000]   this
[00:14:11.000 --> 00:14:11.340]   third
[00:14:11.340 --> 00:14:11.390]  
[00:14:11.390 --> 00:14:12.170]   way
[00:14:12.170 --> 00:14:12.510]   yeah
[00:14:12.510 --> 00:14:12.850]   it
[00:14:12.850 --> 00:14:13.220]  's
[00:14:13.220 --> 00:14:13.680]   not
[00:14:13.680 --> 00:14:14.020]   as
[00:14:14.020 --> 00:14:15.030]   common
[00:14:15.030 --> 00:14:15.870]   right
[00:14:15.870 --> 00:14:16.210]   so
[00:14:16.210 --> 00:14:16.380]   I
[00:14:16.380 --> 00:14:17.220]   heard
[00:14:17.220 --> 00:14:18.060]   loses
[00:14:18.060 --> 00:14:19.060]   loses
[00:14:19.060 --> 00:14:19.160]   m
[00:14:19.160 --> 00:14:19.540]  mm
[00:14:19.540 --> 00:14:20.220]   loses
[00:14:20.220 --> 00:14:20.540]   I
[00:14:20.540 --> 00:14:20.940]   heard
[00:14:20.940 --> 00:14:22.010]   watches
[00:14:22.010 --> 00:14:22.490]   yes
[00:14:22.490 --> 00:14:23.580]   watches
[00:14:23.580 --> 00:14:24.000]   and
[00:14:24.000 --> 00:14:24.230]   I
[00:14:24.230 --> 00:14:24.760]   feel
[00:14:24.760 --> 00:14:25.380]   like
[00:14:25.380 --> 00:14:25.980]   that
[00:14:25.980 --> 00:14:26.280]  's
[00:14:26.280 --> 00:14:26.780]   all
[00:14:26.780 --> 00:14:27.070]   I
[00:14:27.070 --> 00:14:27.260]   heard
[00:14:27.260 --> 00:14:28.140]   okay
[00:14:28.140 --> 00:14:28.390]   so
[00:14:28.390 --> 00:14:28.500]   we
[00:14:28.500 --> 00:14:28.940]   we
[00:14:28.940 --> 00:14:29.140]   heard
[00:14:29.140 --> 00:14:29.970]   loses
[00:14:29.970 --> 00:14:30.060]   and
[00:14:30.060 --> 00:14:30.870]   watches
[00:14:30.870 --> 00:14:31.120]   it
[00:14:31.120 --> 00:14:31.330]  's
[00:14:31.330 --> 00:14:32.240]   actually
[00:14:32.240 --> 00:14:32.950]   adding
[00:14:32.950 --> 00:14:33.080]   a
[00:14:33.080 --> 00:14:33.640]   whole
[00:14:33.640 --> 00:14:34.220]   extra
[00:14:34.220 --> 00:14:34.680]   syll
[00:14:34.680 --> 00:14:35.270]  able
[00:14:35.270 --> 00:14:35.370]   to
[00:14:35.370 --> 00:14:35.800]   the
[00:14:35.800 --> 00:14:36.010]   word
[00:14:36.010 --> 00:14:36.240]   isn
[00:14:36.240 --> 00:14:36.420]  't
[00:14:36.420 --> 00:14:36.470]  
[00:14:36.470 --> 00:14:37.240]   it
[00:14:37.240 --> 00:14:37.260]   lose
[00:14:37.260 --> 00:14:37.510]   it
[00:14:37.510 --> 00:14:38.470]   becomes
[00:14:38.470 --> 00:14:39.070]   lose
[00:14:39.070 --> 00:14:39.290]   is
[00:14:39.290 --> 00:14:39.960]   watch
[00:14:39.960 --> 00:14:40.930]   becomes
[00:14:40.930 --> 00:14:41.890]   watches
[00:14:41.890 --> 00:14:42.300]   and
[00:14:42.300 --> 00:14:42.570]   so
[00:14:42.570 --> 00:14:43.120]   what
[00:14:43.120 --> 00:14:43.390]  's
[00:14:43.390 --> 00:14:43.870]   the
[00:14:43.870 --> 00:14:44.180]   rule
[00:14:44.180 --> 00:14:45.010]   around
[00:14:45.010 --> 00:14:45.210]   this
[00:14:45.210 --> 00:14:45.620]   when
[00:14:45.620 --> 00:14:45.820]   do
[00:14:45.820 --> 00:14:46.060]   we
[00:14:46.060 --> 00:14:46.330]   add
[00:14:46.330 --> 00:14:46.820]   that
[00:14:46.820 --> 00:14:47.250]   extra
[00:14:47.250 --> 00:14:47.700]   syll
[00:14:47.700 --> 00:14:48.070]  able
[00:14:48.070 --> 00:14:48.370]   to
[00:14:48.370 --> 00:14:48.620]   a
[00:14:48.620 --> 00:14:48.860]   word
[00:14:48.860 --> 00:14:49.420]   why
[00:14:49.420 --> 00:14:49.820]   and
[00:14:49.820 --> 00:14:50.420]   when
[00:14:50.420 --> 00:14:51.340]   so
[00:14:51.340 --> 00:14:51.820]   we
[00:14:51.820 --> 00:14:52.710]   heard
[00:14:52.710 --> 00:14:53.410]   lose
[00:14:53.410 --> 00:14:54.160]   lose
[00:14:54.160 --> 00:14:55.360]   changed
[00:14:55.360 --> 00:14:55.760]   to
[00:14:55.760 --> 00:14:56.620]   loses
[00:14:56.620 --> 00:14:57.540]   loses
[00:14:57.540 --> 00:14:57.950]   so
[00:14:57.950 --> 00:14:58.250]   the
[00:14:58.250 --> 00:14:59.100]   ending
[00:14:59.100 --> 00:14:59.540]   of
[00:14:59.540 --> 00:14:59.960]   that
[00:14:59.960 --> 00:15:00.540]   word
[00:15:00.540 --> 00:15:00.980]   was
[00:15:00.980 --> 00:15:01.550]   what
[00:15:01.550 --> 00:15:02.020]   Andrew
[00:15:02.020 --> 00:15:02.840]  
[00:15:02.840 --> 00:15:02.860]   lose
[00:15:02.860 --> 00:15:03.660]   lose
[00:15:03.660 --> 00:15:04.070]   so
[00:15:04.070 --> 00:15:04.890]   that
[00:15:04.890 --> 00:15:05.310]  's
[00:15:05.310 --> 00:15:05.540]   a
[00:15:05.540 --> 00:15:06.590]   sound
[00:15:06.590 --> 00:15:07.140]   yeah
[00:15:07.140 --> 00:15:07.420]   so
[00:15:07.420 --> 00:15:08.150]   that
[00:15:08.150 --> 00:15:08.260]  's
[00:15:08.260 --> 00:15:08.420]   a
[00:15:08.420 --> 00:15:08.700]   Z
[00:15:08.700 --> 00:15:09.090]   and
[00:15:09.090 --> 00:15:09.740]   then
[00:15:09.740 --> 00:15:10.160]   also
[00:15:10.160 --> 00:15:11.340]   watch
[00:15:11.340 --> 00:15:14.460]   watch
[00:15:14.460 --> 00:15:14.460]   watch
[00:15:14.460 --> 00:15:15.290]   yeah
[00:15:15.290 --> 00:15:15.970]   watch
[00:15:15.970 --> 00:15:16.640]   yeah
[00:15:16.640 --> 00:15:16.970]   it
[00:15:16.970 --> 00:15:17.300]  's
[00:15:17.300 --> 00:15:17.460]   a
[00:15:17.460 --> 00:15:17.790]   ch
[00:15:17.790 --> 00:15:18.900]   sound
[00:15:18.900 --> 00:15:19.130]   and
[00:15:19.130 --> 00:15:19.460]   in
[00:15:19.460 --> 00:15:20.180]   fact
[00:15:20.180 --> 00:15:20.570]   it
[00:15:20.570 --> 00:15:20.620]  's
[00:15:20.620 --> 00:15:21.120]   kind
[00:15:21.120 --> 00:15:21.180]   of
[00:15:21.180 --> 00:15:21.330]   a
[00:15:21.330 --> 00:15:21.700]   form
[00:15:21.700 --> 00:15:22.230]   of
[00:15:22.230 --> 00:15:22.720]   an
[00:15:22.720 --> 00:15:22.970]   S
[00:15:22.970 --> 00:15:23.460]   and
[00:15:23.460 --> 00:15:23.860]   Z
[00:15:23.860 --> 00:15:24.520]   right
[00:15:24.520 --> 00:15:24.690]   it
[00:15:24.690 --> 00:15:24.700]  's
[00:15:24.700 --> 00:15:25.070]   kind
[00:15:25.070 --> 00:15:25.260]   of
[00:15:25.260 --> 00:15:25.450]   in
[00:15:25.450 --> 00:15:25.740]   the
[00:15:25.740 --> 00:15:26.100]   same
[00:15:26.100 --> 00:15:26.660]   family
[00:15:26.660 --> 00:15:27.400]   whenever
[00:15:27.400 --> 00:15:27.690]   you
[00:15:27.690 --> 00:15:28.250]   have
[00:15:28.250 --> 00:15:28.300]   an
[00:15:28.300 --> 00:15:28.430]   S
[00:15:28.430 --> 00:15:29.310]   or
[00:15:29.310 --> 00:15:29.990]   a
[00:15:29.990 --> 00:15:30.220]   Z
[00:15:30.220 --> 00:15:30.730]   at
[00:15:30.730 --> 00:15:31.400]   the
[00:15:31.400 --> 00:15:31.620]   end
[00:15:31.620 --> 00:15:31.670]  
[00:15:31.670 --> 00:15:32.340]   of
[00:15:32.340 --> 00:15:32.450]   a
[00:15:32.450 --> 00:15:33.350]   word
[00:15:33.350 --> 00:15:34.340]   like
[00:15:34.340 --> 00:15:35.320]   loss
[00:15:35.320 --> 00:15:36.060]   or
[00:15:36.060 --> 00:15:36.860]   lose
[00:15:36.860 --> 00:15:37.300]   or
[00:15:37.300 --> 00:15:37.750]   a
[00:15:37.750 --> 00:15:38.790]   sound
[00:15:38.790 --> 00:15:39.780]   like
[00:15:39.780 --> 00:15:40.820]   fish
[00:15:40.820 --> 00:15:42.540]   or
[00:15:42.540 --> 00:15:42.900]   a
[00:15:42.900 --> 00:15:43.890]   sound
[00:15:43.890 --> 00:15:44.180]   like
[00:15:44.180 --> 00:15:45.090]   garage
[00:15:45.090 --> 00:15:46.830]   or
[00:15:46.830 --> 00:15:47.020]   a
[00:15:47.020 --> 00:15:47.850]   ch
[00:15:47.850 --> 00:15:48.490]   sound
[00:15:48.490 --> 00:15:49.360]   like
[00:15:49.360 --> 00:15:50.380]   watch
[00:15:50.380 --> 00:15:50.800]   or
[00:15:50.800 --> 00:15:51.000]   a
[00:15:51.000 --> 00:15:51.460]   J
[00:15:51.460 --> 00:15:52.270]   sound
[00:15:52.270 --> 00:15:53.150]   like
[00:15:53.150 --> 00:15:54.160]   judge
[00:15:54.160 --> 00:15:55.220]   judge
[00:15:55.220 --> 00:15:56.160]   thank
[00:15:56.160 --> 00:15:56.740]   you
[00:15:56.740 --> 00:15:57.280]   if
[00:15:57.280 --> 00:15:57.930]   the
[00:15:57.930 --> 00:15:58.110]   word
[00:15:58.110 --> 00:15:58.220]   ends
[00:15:58.220 --> 00:15:59.050]  
[00:15:59.050 --> 00:15:59.640]   with
[00:15:59.640 --> 00:16:00.100]   a
[00:16:00.100 --> 00:16:00.340]   S
[00:16:00.340 --> 00:16:02.100]   sound
[00:16:02.100 --> 00:16:02.660]   a
[00:16:02.660 --> 00:16:03.220]   SH
[00:16:03.220 --> 00:16:03.470]   a
[00:16:03.470 --> 00:16:03.960]   SH
[00:16:03.960 --> 00:16:04.350]   a
[00:16:04.350 --> 00:16:04.700]   SH
[00:16:04.700 --> 00:16:05.190]   or
[00:16:05.190 --> 00:16:05.440]   a
[00:16:05.440 --> 00:16:05.940]   J
[00:16:05.940 --> 00:16:06.430]   you
[00:16:06.430 --> 00:16:07.460]   will
[00:16:07.460 --> 00:16:07.660]   add
[00:16:07.660 --> 00:16:07.820]   an
[00:16:07.820 --> 00:16:08.010]   is
[00:16:08.010 --> 00:16:08.480]   at
[00:16:08.480 --> 00:16:08.530]   the
[00:16:08.530 --> 00:16:08.860]   end
[00:16:08.860 --> 00:16:09.100]   of
[00:16:09.100 --> 00:16:09.140]   the
[00:16:09.140 --> 00:16:09.310]   word
[00:16:09.310 --> 00:16:09.540]   to
[00:16:09.540 --> 00:16:09.940]   make
[00:16:09.940 --> 00:16:10.370]   it
[00:16:10.370 --> 00:16:10.750]   plural
[00:16:10.750 --> 00:16:10.950]   so
[00:16:10.950 --> 00:16:11.250]   let
[00:16:11.250 --> 00:16:11.450]  's
[00:16:11.450 --> 00:16:11.750]   try
[00:16:11.750 --> 00:16:12.180]   some
[00:16:12.180 --> 00:16:12.960]   examples
[00:16:12.960 --> 00:16:13.480]   maybe
[00:16:13.480 --> 00:16:13.980]   just
[00:16:13.980 --> 00:16:14.360]   because
[00:16:14.360 --> 00:16:14.480]   we
[00:16:14.480 --> 00:16:14.720]   didn
[00:16:14.720 --> 00:16:14.860]  't
[00:16:14.860 --> 00:16:15.230]   have
[00:16:15.230 --> 00:16:15.420]   so
[00:16:15.420 --> 00:16:16.250]   many
[00:16:16.250 --> 00:16:16.990]   instances
[00:16:16.990 --> 00:16:17.300]   in
[00:16:17.300 --> 00:16:17.590]   the
[00:16:17.590 --> 00:16:18.570]   dialogue
[00:16:18.570 --> 00:16:19.040]   cool
[00:16:19.040 --> 00:16:19.400]   hey
[00:16:19.400 --> 00:16:19.860]   Sue
[00:16:19.860 --> 00:16:20.120]   how
[00:16:20.120 --> 00:16:20.720]   about
[00:16:20.720 --> 00:16:20.840]   I
[00:16:20.840 --> 00:16:21.200]   say
[00:16:21.200 --> 00:16:21.560]   the
[00:16:21.560 --> 00:16:22.620]   singular
[00:16:22.620 --> 00:16:23.140]   you
[00:16:23.140 --> 00:16:23.340]   say
[00:16:23.340 --> 00:16:23.390]  
[00:16:23.390 --> 00:16:24.170]   the
[00:16:24.170 --> 00:16:25.090]   plural
[00:16:25.090 --> 00:16:26.260]   sounds
[00:16:26.260 --> 00:16:27.230]   great
[00:16:27.230 --> 00:16:28.010]   okay
[00:16:28.010 --> 00:16:29.000]   lease
[00:16:29.000 --> 00:16:31.060]   leases
[00:16:31.060 --> 00:16:32.660]   price
[00:16:32.660 --> 00:16:34.430]   prizes
[00:16:34.430 --> 00:16:35.500]   buzz
[00:16:35.500 --> 00:16:36.840]   buzz
[00:16:36.840 --> 00:16:37.220]  es
[00:16:37.220 --> 00:16:38.700]   mash
[00:16:38.700 --> 00:16:39.020]   m
[00:16:39.020 --> 00:16:40.620]  ashes
[00:16:40.620 --> 00:16:41.540]   match
[00:16:41.540 --> 00:16:43.580]   matches
[00:16:43.580 --> 00:16:43.980]   Wow
[00:16:43.980 --> 00:16:44.380]   and
[00:16:44.380 --> 00:16:44.640]   we
[00:16:44.640 --> 00:16:45.060]   can
[00:16:45.060 --> 00:16:45.480]   use
[00:16:45.480 --> 00:16:46.120]   these
[00:16:46.120 --> 00:16:46.390]   as
[00:16:46.390 --> 00:16:46.930]   noun
[00:16:46.930 --> 00:16:47.060]  s
[00:16:47.060 --> 00:16:47.330]   or
[00:16:47.330 --> 00:16:48.060]   verbs
[00:16:48.060 --> 00:16:48.990]   almost
[00:16:48.990 --> 00:16:49.130]   all
[00:16:49.130 --> 00:16:49.310]   of
[00:16:49.310 --> 00:16:49.660]   those
[00:16:49.660 --> 00:16:50.490]  
[00:16:50.490 --> 00:16:51.170]   examples
[00:16:51.170 --> 00:16:52.110]   right
[00:16:52.110 --> 00:16:52.670]   you
[00:16:52.670 --> 00:16:53.610]   could
[00:16:53.610 --> 00:16:54.170]   say
[00:16:54.170 --> 00:16:54.360]   I
[00:16:54.360 --> 00:16:55.110]   sign
[00:16:55.110 --> 00:16:55.300]   a
[00:16:55.300 --> 00:16:56.320]   lease
[00:16:56.320 --> 00:16:56.610]   or
[00:16:56.610 --> 00:16:56.800]   I
[00:16:56.800 --> 00:16:57.550]   sign
[00:16:57.550 --> 00:16:58.680]   leases
[00:16:58.680 --> 00:16:59.100]   or
[00:16:59.100 --> 00:16:59.920]   I
[00:16:59.920 --> 00:17:00.350]   lease
[00:17:00.350 --> 00:17:00.580]   a
[00:17:00.580 --> 00:17:00.820]   car
[00:17:00.820 --> 00:17:01.650]   he
[00:17:01.650 --> 00:17:01.780]   leases
[00:17:01.780 --> 00:17:01.900]   a
[00:17:01.900 --> 00:17:02.260]   car
[00:17:02.260 --> 00:17:02.860]   right
[00:17:02.860 --> 00:17:03.160]   it
[00:17:03.160 --> 00:17:03.470]  's
[00:17:03.470 --> 00:17:03.700]   the
[00:17:03.700 --> 00:17:04.180]   same
[00:17:04.180 --> 00:17:05.260]   whether
[00:17:05.260 --> 00:17:05.390]   the
[00:17:05.390 --> 00:17:05.860]   word
[00:17:05.860 --> 00:17:06.120]   is
[00:17:06.120 --> 00:17:06.260]   a
[00:17:06.260 --> 00:17:06.950]   noun
[00:17:06.950 --> 00:17:07.140]   or
[00:17:07.140 --> 00:17:07.280]   a
[00:17:07.280 --> 00:17:07.900]   verb
[00:17:07.900 --> 00:17:08.730]  
[00:17:08.730 --> 00:17:09.480]   exactly
[00:17:09.480 --> 00:17:11.050]   exactly
[00:17:11.050 --> 00:17:12.340]   these
[00:17:12.340 --> 00:17:12.860]   two
[00:17:12.860 --> 00:17:14.030]   cards
[00:17:14.030 --> 00:17:14.640]   are
[00:17:14.640 --> 00:17:16.220]   matches
[00:17:16.220 --> 00:17:16.890]   and
[00:17:16.890 --> 00:17:18.160]   well
[00:17:18.160 --> 00:17:18.460]   she
[00:17:18.460 --> 00:17:20.170]   matches
[00:17:20.170 --> 00:17:20.770]   the
[00:17:20.770 --> 00:17:21.900]   decor
[00:17:21.900 --> 00:17:22.610]  
[00:17:22.610 --> 00:17:22.730]   of
[00:17:22.730 --> 00:17:23.780]   the
[00:17:23.780 --> 00:17:25.630]   house
[00:17:25.630 --> 00:17:28.190]   perfect
[00:17:28.190 --> 00:17:28.930]   or
[00:17:28.930 --> 00:17:30.040]   you
[00:17:30.040 --> 00:17:32.160]   could
[00:17:32.160 --> 00:17:33.000]   say
[00:17:33.000 --> 00:17:34.170]   her
[00:17:34.170 --> 00:17:36.330]   outfit
[00:17:36.330 --> 00:17:38.920]   matches
[00:17:38.920 --> 00:17:40.860]   today
[00:17:40.860 --> 00:17:41.180]   yeah
[00:17:41.180 --> 00:17:41.420]   okay
[00:17:41.420 --> 00:17:42.260]   everyone
[00:17:42.260 --> 00:17:42.430]   so
[00:17:42.430 --> 00:17:42.630]   we
[00:17:42.630 --> 00:17:43.300]   looked
[00:17:43.300 --> 00:17:43.430]   at
[00:17:43.430 --> 00:17:43.930]   three
[00:17:43.930 --> 00:17:44.840]   different
[00:17:44.840 --> 00:17:45.380]   rules
[00:17:45.380 --> 00:17:45.860]   for
[00:17:45.860 --> 00:17:45.940]   how
[00:17:45.940 --> 00:17:46.120]   to
[00:17:46.120 --> 00:17:46.980]   pronounce
[00:17:46.980 --> 00:17:47.550]   the
[00:17:47.550 --> 00:17:48.420]   plural
[00:17:48.420 --> 00:17:48.900]   S
[00:17:48.900 --> 00:17:48.950]  
[00:17:48.950 --> 00:17:49.700]   and
[00:17:49.700 --> 00:17:49.740]   the
[00:17:49.740 --> 00:17:50.360]   third
[00:17:50.360 --> 00:17:51.240]   person
[00:17:51.240 --> 00:17:52.220]   singular
[00:17:52.220 --> 00:17:52.620]   ass
[00:17:52.620 --> 00:17:53.340]   in
[00:17:53.340 --> 00:17:53.810]   English
[00:17:53.810 --> 00:17:54.470]   today
[00:17:54.470 --> 00:17:55.270]   thanks
[00:17:55.270 --> 00:17:55.560]   to
[00:17:55.560 --> 00:17:55.980]   for
[00:17:55.980 --> 00:17:56.620]   enlight
[00:17:56.620 --> 00:17:56.860]  ening
[00:17:56.860 --> 00:17:57.560]   us
[00:17:57.560 --> 00:17:57.700]   all
[00:17:57.700 --> 00:17:58.260]   about
[00:17:58.260 --> 00:17:58.960]   these
[00:17:58.960 --> 00:18:00.800]   pronunciation
[00:18:00.800 --> 00:18:01.480]   rules
[00:18:01.480 --> 00:18:01.760]   my
[00:18:01.760 --> 00:18:02.990]   pleasure
[00:18:02.990 --> 00:18:03.300]   one
[00:18:03.300 --> 00:18:03.830]   more
[00:18:03.830 --> 00:18:04.400]   time
[00:18:04.400 --> 00:18:05.010]   before
[00:18:05.010 --> 00:18:05.100]   we
[00:18:05.100 --> 00:18:05.300]   let
[00:18:05.300 --> 00:18:05.640]   you
[00:18:05.640 --> 00:18:05.970]   go
[00:18:05.970 --> 00:18:06.130]   I
[00:18:06.130 --> 00:18:06.420]   want
[00:18:06.420 --> 00:18:06.640]   to
[00:18:06.640 --> 00:18:07.320]   remind
[00:18:07.320 --> 00:18:07.660]   you
[00:18:07.660 --> 00:18:08.230]   about
[00:18:08.230 --> 00:18:08.590]   our
[00:18:08.590 --> 00:18:09.740]   website
[00:18:09.740 --> 00:18:09.940]   which
[00:18:09.940 --> 00:18:10.160]   is
[00:18:10.160 --> 00:18:10.280]   Q
[00:18:10.280 --> 00:18:10.840]   loops
[00:18:10.840 --> 00:18:11.400]   calm
[00:18:11.400 --> 00:18:11.480]   it
